maturity,m_0,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8,m_9,m_10,m_11,m_12,m_13,m_14,m_15,m_16,m_17,m_18,m_19,m_20,m_21,m_22,m_23,m_24
0.9166666666666666,0.021059156714371863,0.021054198246764244,0.020591423598977476,0.021656764756538882,0.02290133556972629,0.023287379364630878,0.02372938172788186,0.025305652930271316,0.02653349014871398,0.02653349014871398,0.02653349014871398,0.02653349014871398,0.026545510150354223,0.026428623185459577,0.02631166253139261,0.02619462941899031,0.026077525092212506,0.025960350808241994,0.025843107837589585,0.025725797464195566,0.025608420985535396,0.025490979712725625,0.02537347497062914,0.025255908097962854,0.02513828044740518
1,0.021163065947295223,0.02115103350033709,0.020651820645491537,0.021769445931457243,0.023019899443051495,0.02336681875825697,0.02379365121549415,0.02539664890409532,0.026638506070996826,0.026638506070996826,0.026638506070996826,0.026638506070996826,0.026652078734675122,0.026527946286327708,0.026403731488726878,0.02627943572702285,0.026155060400974817,0.02603060692506176,0.025906076728597238,0.02578147125584196,0.025656791966121695,0.025532040333940964,0.025407217849101604,0.025282326016820234,0.025157366357848376
1.0833333333333333,0.02126662748058883,0.021247567690697355,0.020712154244534764,0.02188172995833959,0.02313804585336454,0.02344609463617764,0.023857857548647,0.02548742967979334,0.0267432358516988,0.0267432358516988,0.0267432358516988,0.0267432358516988,0.02675835205948318,0.02662701605393969,0.0264955893554899,0.026364073501703222,0.026232470046179346,0.026100780558671488,0.02596900662520829,0.025837149848218166,0.025705211846655418,0.02557319425612503,0.02544109872901168,0.025308926934606513,0.025176680559237274
1.1666666666666667,0.02136976625538134,0.021343731197297267,0.020772383421976626,0.02199353455170594,0.023255687008130188,0.023525149162104464,0.023921954494575237,0.025577927143960455,0.026847599784482812,0.026847599784482812,0.026847599784482812,0.026847599784482812,0.02686424920559194,0.026725757267550332,0.026587166633327275,0.026448478990932278,0.026309696045762276,0.02617081952073219,0.026031851156407715,0.025892792711136536,0.0257536459611849,0.025614412700872613,0.02547509474270826,0.025335693917528213,0.025196212074635183
1.25,0.021472428732757898,0.02143947431827331,0.02083247877289307,0.022104801042098776,0.023372760275151006,0.023603940876344875,0.02398590883003915,0.025668092460536363,0.0269515407469616,0.0269515407469616,0.0269515407469616,0.0269515407469616,0.026969712189449657,0.02682411599418022,0.026678413460602846,0.02653260642513544,0.02638669674287164,0.02624068628771936,0.026094576952542026,0.025948370649298447,0.025802069309187603,0.025655674882790303,0.02550918934021551,0.025362614671246453,0.02521595288548739
1.3333333333333333,0.02157457614201963,0.02153476102302232,0.02089241883924986,0.022215486964441977,0.02348922028540046,0.02368243956448568,0.024049696268183096,0.025757890028492714,0.027055017118521985,0.027055017118521985,0.027055017118521985,0.027055017118521985,0.027074698770227945,0.02692205291441585,0.02676929345765533,0.026616422382703675,0.026463441692214484,0.02631035340888066,0.02615715957558562,0.026003862255548293,0.025850463532476775,0.025696965510717318,0.025543370315407987,0.02538968009263254,0.02523589700957518
1.4166666666666667,0.02167618011244099,0.02162956491019452,0.020952187766178687,0.022325561262908966,0.023605033823787425,0.023760622937380793,0.024113298823110307,0.025847293572438312,0.027157998198202415,0.027157998198202415,0.027157998198202415,0.027157998198202415,0.02717917779606882,0.02701953900421694,0.026859779744651036,0.026699902144375676,0.026539908351439045,0.02637980053508504,0.026219580885908478,0.026059251616008305,0.025898814959147476,0.025738273170907933,0.025577628528852925,0.025416883332685547,0.025256039904412164
1.5,0.0217772197615842,0.021723866513418955,0.02101177373960028,0.022435001094743834,0.023720176423629002,0.023838474418030442,0.024176703053058635,0.025936283536654337,0.027260461150360404,0.027260461150360404,0.027260461150360404,0.027260461150360404,0.02728312610200989,0.02711655265647961,0.026949852287119658,0.026783027263067583,0.026616079875582344,0.02644901243819997,0.026281827286896542,0.026114526780246505,0.025947113299587876,0.02577958924918411,0.025611957056391077,0.0254442191718236,0.025276378069522876
1.5833333333333333,0.021877679703527386,0.021817651458216902,0.021071167917333877,0.022543789643923562,0.023834630037120608,0.023915981627544936,0.024239898858470665,0.02602484530233884,0.027362388915241898,0.027362388915241898,0.027362388915241898,0.027362388915241898,0.02738652638790473,0.02721307771190995,0.027039496080011105,0.02686578390134642,0.0266919436081805,0.02651797765606445,0.026343888524003267,0.02616967871462106,0.02599535075432846,0.025820907193492504,0.02564635060660736,0.025471683592464878,0.025296908774329774
1.6666666666666667,0.02197754865501733,0.02191090917216898,0.021130363680961217,0.02265191459119298,0.023948381405184627,0.023993135325499848,0.024302878640746428,0.026112967939921017,0.027463768746718742,0.027463768746718742,0.027463768746718742,0.027463768746718742,0.02748936573331684,0.02730910208092996,0.027128699876781237,0.02694816166785774,0.026767490025204177,0.026586687544088994,0.026405756844173345,0.026224700569681847,0.026043521389574442,0.025862221997720036,0.025680805113071914,0.02549927347984271,0.025317629867683822
